,ID,年齢,性別,都道府県,年収(下限),年収(上限),学歴,大学,学部,卒業,英語,DS経験年数,コアスキル
71,BU2847735,30,男性,千葉県,600,750,大学院卒（修士）,一橋大学,経済学研究科応用経済専攻 ,2017年3月,日常会話レベル,4,Python#Pyspark#Linux
72,BU4702282,26,男性,その他アジア,500,500,大学卒,アリゾナ州立大学, ,2019年5月,ネイティブレベル,2,データ処理#機械学習#深層学習#クラウドAI#BIツール
73,BU0990265,32,男性,栃木県,750,1000,大学卒,一橋大学, ,2015年3月,日常会話レベル,3,SQLを使ったデータ分析の実務経験#Tableau#コンサル経験者#Python#SPSS#SQLServer#Hadoop#hive#spark#機械学習#自然言語処理#AWS#モデリング#PyTorch
74,BU4727589,30,男性,東京都,750,1000,大学卒,一橋大学,商学部経営学科人材マネジメント専攻 ,2015年3月,ビジネス会話レベル,4,Python#SQL#GCP#機械学習#クライアントフェーシング#データエンジニアリング#git#統計検定準一級#linux
75,BU0018193,40,男性,東京都,1250,1500,大学院卒（修士）,京都大学,情報学研究科 ,2008年3月,ビジネス会話レベル,2,デリバティブ#C++#VBA#英語
76,BU0002375,44,男性,東京都,750,1000,大学院卒（MBA）,一橋大学,国際企業戦略研究科金融戦略・経営財務コース（MBA） ,2010年3月,なし,0,データ分析#リスク管理#統計モデルのモデリング、モデル推定#WEB行動分析#システム開発#Java Swingでのアプリケーション開発#SQLデータ検索・パフォーマンスチューニング#オブジェクト指向によるシステムの設計、コンポーネント開発#並列処理、グリット・コンピューティング#データ集計・分析ツールの構築
77,BU2738724,28,男性,東京都,1250,1500,大学院卒（修士）,インペリアル・カレッジ・ロンドン,MSc ,2019年8月,ビジネス会話レベル,1,"言語(日本語、英語）#プログラミング（python, R, SQL)#Microsoft Office(Excel, PowerPoint, Word)#Kaggle Petfinder2 Silver medal (<1%)"
78,BU1372559,42,男性,東京都,1000,1250,大学院卒（修士）,東京大学,物理学科 ,2004年3月,ビジネス会話レベル,0,
79,BU0996990,42,男性,福岡県,750,1000,高専・専門・短大卒,久留米工業高等専門学校,材料工学科 ,2001年3月,日常会話レベル,0,"上場審査対応のアナリティクスツール開発#ゲーム、EC事業のアナリティクスツール開発、データサイエンティスト#予算策定時の基礎資料、または予測データの作成#iOS/Android,Linuxなどでのサービス提供における、全体的な監修"
80,BU4152288,23,男性,埼玉県,500,500,大学卒,東京電機大学,工学部電子システム工学科 ,,なし,0,Python#pandas#Numpy#Matplotlib#seaborn#Keras#統計検定2級#G検定#SQL
82,BU4453416,27,男性,大阪府,500,500,大学院卒（修士）,奈良先端科学技術大学院大学,先端科学技術研究科 情報科学領域,,基礎会話レベル,3,データ分析#DX支援#画像処理#AIモデル構築#機械学習領域#時系列解析#数理統計モデリング#大規模データ分析#機械学習モデル構築#数理統計学#深層学習フレームワーク
83,BU2247272,33,男性,東京都,600,750,大学卒,茨城大学,工学部 知能システム工学科,2011年3月,基礎会話レベル,5,IT技術を伴う業務プロセスコンサルティング#他部門を巻き込んだ事業・企画推進能力#新規事業立ち上げ経験#Linuxを軸としたネットワーク・サーバインフラ設計構築ノウハウ#ゼロベース思考による課題発見とゴール設定#俯瞰視点による事象の全体把握と推察力#情報収集能力#チームマネジメント能力#システム要件定義#プロジェクトマネジメント#ビッグデータ解析（Python/Hadoop/Spark/Hive）#Webプログラミング（PHP/TypeScript）
84,BU0212144,47,男性,埼玉県,600,750,大学卒,滋賀大学,経済学部経済学科 ,1998年3月,基礎会話レベル,0,教育業界での総務部門全般と経営企画（CSR）経験#コンサルティング会社での総務人事に関する専門性#採用・教育（新入社員教育・幹部教育）・人事制度の再検討および新人事制度の立案、人員整理#コンサルティング・経営診断を通して、現状認識をして問題を把握、改善するためのノウハウ#新規事業の立ち上げ（事業計画・立案、各機関との調整、立ち上げ、メンバーアサイン、現地採用、人材育成計画の立案及び実施、
86,BU4124364,26,男性,埼玉県,500,600,大学院卒（修士）,早稲田大学,人間科学研究科 ,2021年3月,なし,5,機械学習#論文調査#深層学習#画像処理#データサイエンス#プリセールス
87,BU4065547,24,男性,東京都,600,750,大学卒,東京理科大学,経営 ,,日常会話レベル,3,データ分析#機械学習#深層学習#自然言語処理#Python#SQL#Linux
88,BU0961954,44,男性,東京都,750,1000,大学卒,東京大学,工学部電気工学科 ,2002年3月,日常会話レベル,0,Pythonを用いたデータサイエンス業務#アジャイル開発#hive、Spark(PySpark)を用いたビッグデータ解析#Pythonを用いた機械学習モデルの構築業務#深層学習モデルの構築(画像認識、生成モデル(GAN)、強化学習、逆強化学習）#金融取引に対するデータサイエンスのノウハウ#仮説検証～モデル設計＆構築～実運用・事業収益改善まで一貫して取り組んだ経験#Gitによるソースコード管理#ＳＱＬを用いたデータ解析#ＡＷＳなどのクラウド環境を利用した開発業務
89,BU3893182,45,男性,千葉県,500,500,大学卒,明治大学,経営学部 ,2000年3月,なし,1,SEO#WEB広告#Python#Tableau#Googleアナリティクス#データポータル#EC-CUBE#WordPress#Kaggle#SEM
90,BU1732143,30,男性,東京都,750,1000,大学卒,熊本高専専攻科,電気情報システム工学専攻 ,2015年3月,日常会話レベル,5,機械学習#データマイニング#仮説検証#大規模データ抽出／加工分析#施策立案#ビジネスインテリジェンス#フル常駐によるアドバイザリー、コンサル#データ活用の大規模新規ビジネスの分析設計、分析デリバー#Tensorflow#Keras#マーケティング領域
91,BU3704463,26,女性,東京都,500,500,大学院卒（修士）,九州大学,芸術工学府 ,,なし,1,Python#自然言語処理#深層学習#機械学習#SQL#スクレイピング#UIデザイン#データ可視化#機械学習エンジニア#AIモデル構築#アジャイル開発#スクラム開発#機械学習フレームワーク#機械学習領域#機械学習プロジェクト#figma#miro#Adobe Illustrator#DX#G検定#レコメンドシステム#社内ツール（web）のUI/UX改善
92,BU4553080,28,男性,東京都,600,750,大学院卒（修士）,京都大学,情報学研究科 ,2020年3月,日常会話レベル,2,データ分析基盤構築・運用#統計モデリング#機械学習
93,BU2232963,28,男性,東京都,500,600,大学院卒（修士）,東京大学,工学系研究科 ,2019年3月,ビジネス会話レベル,1,Python#Tensorflow / Pytorch#OpenCV#C++
94,BU2433601,40,女性,東京都,600,750,大学院卒（博士）,早稲田大学人間科学学術院,人間科学研究科 ,2016年3月,日常会話レベル,2,データ処理#データベース#プログラミング#プロジェクトマネジメント#データサイエンティスト#データ分析#コンサルタント#リサーチ
95,BU0900231,47,男性,東京都,1500,2000,大学院卒（博士）,東京大学,情報理工学系研究科 ,2007年3月,日常会話レベル,0,プロジェクト・デリバリー・スキル（特に、アナリティクス領域）#セリング・スキル#リーダーシップ
96,BU0811095,40,男性,東京都,2000,3000,大学院卒（修士）,マンチェスター大学,ビジネスアナリティクス学科 ビジネス学部,,ビジネス会話レベル,6,企業の税務、財務に関するデータ分析スキル#日本の景気、中小企業の業況や構造に関するデータ分析スキル#R、SPSS、python、SQL、VBAなどのプログラミングスキル#課題整理、ソリューションの方向性などの戦略コンサルティング経験#ピープルマネジメント経験#業務改善などのオペレーションのコンサルティング経験#AI、ビッグデータ、データサイエンス分析と評価、企画、導入コンサルティングスキル#自治体のデータ活用や全体的な課題感に関する視点やコンサルティング経験#官公庁の視点や政策の見方#統計の見方やデータ分析経験
97,BU0578057,42,男性,東京都,1500,2000,その他,東京大学,教養学部広域科学科広域システム専攻 ,,ビジネス会話レベル,10,"新しい環境への適応能力#チームマネジメント#ビッグデータ関連スキル#統計・機械学習#ソフトウェア開発関連スキル#デジタル広告#顧客折衝#新規事業#GCP, AWS#エンジニアリングマネージャー#DX"
98,BU1153950,39,男性,東京都,1000,1250,大学院卒（修士）,青山学院大学,総合文化政策研究科 ,2009年3月,ビジネス会話レベル,0,"情報処理#GIS#BIG DATA#統計解析#数値解析#並列環境構築(Hadoop環境構築)#プログラミング(python, R)#発表論文"
99,BU3615293,27,男性,東京都,750,1000,大学卒,東京大学,工学部建築学科 ,2018年3月,基礎会話レベル,0,"Python,Rを用いた機械学習モデルの作成、精度向上#RCT,傾向スコアマッチング,DIDなどを用いた行政施策の効果検証#「データ分析×行政評価」による成果連動型の官民連携手法の検討"
