,ID,年齢,性別,都道府県,年収(下限),年収(上限),学歴,大学,学部,卒業,英語,DS経験年数,コアスキル
81,BU1051467,40,男性,東京都,1250,1500,大学院卒（修士）,東京工業大学,,,基礎会話レベル,8,ビジネスアナリシス、プロジェクトマネジメント、データサイエンス（データマイニング、統計モデル、機械学習モデル、自然言語処理の活用）。人工知能学会、サービス学会、マーケティング学会所属。#資格:統計検定1級/準1級、専門統計調査士、IIBA認定Certified Bussiness Analysis Professional、PMI認定PMP、ITストラテジスト、応用情報処理技術者、Python3エンジニア(データ分析)#認定:統計数理研究所 リーディングDATプログラム修了#認定:東京工業大学社会人アカデミー MOTプログラム修了#特許:機械学習・データマイニング関連特許5件
82,BU0739831,37,男性,東京都,1000,1250,大学院卒（修士）,筑波大学,システム情報工学研究科 ,,日常会話レベル,9,SQL (特にBigQuery)#Spread Sheet#People Management#Looker#KPI策定
83,BU2965650,27,男性,東京都,600,750,大学院卒（修士）,東北大学,,,日常会話レベル,0,Python#英語（1年間の交換留学経験あり）#R#AWS#GCP#SQL
84,BU3425139,29,男性,東京都,600,750,大学院卒（博士）,東京大学,理学系研究科物理学専攻 ,2021年3月,日常会話レベル,2,学術調査#病理診断AI#顔編集AI#chatbotに関するAI#データ処理#分子生物学
85,BU1366092,29,男性,埼玉県,750,1000,大学卒,法政, ,2017年3月,なし,5,Redis#機械学習#深層学習#Ruby#BigQuery#JavaScript#データ分析#AWS#GCP#PHP#Go#MySQL#Redis#データ処理#PostgreSQL#Python#Airflow#データ基盤#Hadoop/Spark
86,BU4333586,33,男性,神奈川県,750,1000,大学院卒（修士）,慶應義塾大学,,,,,
87,BU3096071,42,男性,東京都,1000,1250,大学院卒（修士）,東京大学, ,2006年3月,日常会話レベル,5,"データ分析ツール（SPSS, MicroStrategy, Tableau, Anaplan, R, Python, TensorFlow）#プログラミングスキル（Java, PHP, Perl, Python）#データベーススキル（Oracle, SQL Server, IBM Informix, MySQL, PostgreSQL, SQLite）#OSスキル（Windows, Linux）#企画スキル（調査設計、企画書作成、提案）#情報収集・分析スキル（文献調査、Web調査、ヒアリング調査、3C分析、4P分析、SWOT分析 等の各種分析）#報告書作成スキル（文章力、図解力、デザイン力）#プレゼンテーションスキル#プロジェクトマネジメントスキル"
88,BU3764096,26,男性,神奈川県,500,500,大学卒,千葉大学,工学部機械工学科 ,2020年3月,日常会話レベル,2,Python#機械学習#ソフトウェアテスト#LAMP#DeepLearning
89,BU1715487,32,男性,東京都,750,1000,大学院卒（修士）,電気通信大学大学院,情報理工学研究科 総合情報学専攻,2017年3月,基礎会話レベル,5,データサイエンティスト育成・教育#インフラ構築・運用管理（Amazon Web Service）#保険数理#損害保険#データ分析#多変量解析#データサイエンティスト#統計モデリング#統計学#機械学習#ビジネスアナリシス（データ活用）
90,BU1415542,33,男性,東京都,2000,3000,大学卒,早稲田大学,教育学部数学科 ,,基礎会話レベル,8,データサイエンティスト#マーケティング#マーチャンダイジング#新事業部
91,BU2842497,36,男性,福岡県,600,750,大学卒,佐賀大学,知能情報システム学部 ,2009年3月,なし,3,C++#Python#ディープーラーニング#画像処理#Node.js#AWS#raspberrypi
92,BU3595086,32,男性,東京都,600,750,大学院卒（修士）,慶應義塾大学,基礎理工学専攻 ,,基礎会話レベル,0,R#Python#SQL
93,BU3835248,27,男性,東京都,750,1000,大学院卒（修士）,東京大学,,,ビジネス会話レベル,2,データアナリティクス#データエンジニアリング#ビジネスデータ分析#データサイエンティスト#プログラミング
94,BU4739455,29,男性,東京都,600,750,大学院卒（博士）,奈良先端科学技術大学院大学,先端科学技術研究科 ,,ビジネス会話レベル,0,データ分析
95,BU3951298,37,男性,大阪府,750,1000,大学卒,東京工業大学,工学部 ,2015年9月,ビジネス会話レベル,1,AI#知的財産#経営戦略
96,BU0625514,27,男性,東京都,600,750,大学卒,東洋大学,総合政策学科 ,2018年3月,基礎会話レベル,5,機械学習#統計分析#データ分析#Webアプリケーション開発#データベース
97,BU3372651,37,男性,東京都,750,1000,大学院卒（修士）,京都大学,生命科学研究科 ,2011年3月,日常会話レベル,7,"デジタル人材の育成#機械学習を用いた異常検知システムの構築#時系列データを活用した高精度な機械学習モデルによるビジネス改善（Python,R,DataRobot）"
98,BU3064475,29,男性,神奈川県,600,750,大学院卒（修士）,宇都宮大学,工学研究科 物質環境化学専攻,2019年3月,基礎会話レベル,0,"画像処理・画像認識（AI）#データサイエンス（農業経営に関するデータ収集＆データ分析）#化学（化学工学・高分子化学）#AWS#AIの最新論文の実装（Tensorflow, PyTorch)"
99,BU1982967,36,男性,東京都,750,1000,大学院卒（修士）,一橋大学,商学研究科 ,2013年3月,基礎会話レベル,6,SaaSビジネスの分析#データサイエンティスト・アナリストチームの立ち上げとマネジメント#データを活用したソリューション企画・開発
